UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5657,M91838,M,299.1,309.3,1701,48.1,15,0,0,0,0,0,0
5658,M55778,M,300.1,309.8,1186,26.4,200,0,0,0,0,0,0
5659,H40941,H,297.3,306.5,1423,46.4,171,0,0,0,0,0,0
5660,M50955,M,303.3,314.3,1525,37.6,234,0,0,0,0,0,0
5661,L88565,L,301.7,310.6,1561,38.4,27,0,0,0,0,0,0
5662,L66908,L,302.9,312.2,1304,9.4,150,0,0,0,0,0,0
5663,M74067,M,300.8,311.4,1596,34.0,139,0,0,0,0,0,0
5664,L65696,L,295.8,306.6,1544,37.8,41,0,0,0,0,0,0
5665,M28429,M,303.1,311.7,1836,55.3,8,0,0,0,0,0,0
5666,M86676,M,298.3,308.9,1717,39.5,57,0,0,0,0,0,0
5667,M24847,M,298.4,308.6,1489,33.4,108,0,0,0,0,0,0
5668,M57191,M,300.3,309.4,1502,48.2,75,0,0,0,0,0,0
5669,L44256,L,302.8,312.0,1719,34.9,200,0,0,0,0,0,0
5670,M38774,M,302.1,310.1,1588,50.2,146,0,0,0,0,0,0
5671,M19127,M,301.8,313.5,1292,42.5,163,0,0,0,0,0,0
5672,L38205,L,299.4,310.4,1912,30.9,224,0,0,0,0,0,0
5673,M91163,M,299.3,308.1,1360,49.2,76,0,0,0,0,0,0
5674,L68764,L,300.7,311.5,1981,45.9,65,0,0,0,0,0,0
5675,H48664,H,299.7,309.2,1614,48.8,103,0,0,0,0,0,0
5676,L66795,L,301.8,312.7,1424,38.1,56,0,0,0,0,0,0
5677,L42333,L,301.7,311.2,1114,45.9,56,0,0,0,0,0,0
5678,L46079,L,301.2,310.8,1677,59.0,107,0,0,0,0,0,0
5679,M94225,M,294.9,304.7,1260,41.6,24,0,0,0,0,0,0
5680,L34259,L,300.3,309.6,1601,35.9,140,0,0,0,0,0,0
5681,L36571,L,299.8,311.2,1884,55.3,186,0,0,0,0,0,0
5682,L61119,L,300.3,311.2,1334,46.5,12,0,0,0,0,0,0
5683,H18009,H,298.5,308.6,1670,35.4,224,0,0,0,0,0,0
5684,L71829,L,297.4,308.4,1392,57.2,154,0,0,0,0,0,0
5685,L48230,L,300.9,309.3,1740,27.9,167,0,0,0,0,0,0
5686,M66049,M,299.3,308.1,1549,45.2,228,0,0,0,0,0,0
5687,L46498,L,301.1,311.6,1534,51.3,82,0,0,0,0,0,0
5688,H38820,H,298.7,309.4,1754,50.6,85,0,0,0,0,0,0
5689,L50315,L,302.8,313.1,1649,30.9,179,0,0,0,0,0,0
5690,M42795,M,302.0,310.1,1393,27.5,144,0,0,0,0,0,0
5691,L95411,L,300.6,309.5,1857,42.2,178,0,0,0,0,0,0
5692,L49191,L,299.6,310.0,1263,46.9,1,0,0,0,0,0,0
5693,M64453,M,301.7,314.1,1587,29.2,139,0,0,0,0,0,0
5694,L22453,L,300.8,312.0,1390,42.9,224,0,0,0,0,0,0
5695,M60325,M,300.5,312.1,1271,25.4,155,0,0,0,0,0,0
5696,L59490,L,302.1,312.4,1334,50.5,217,0,0,0,0,0,0
5697,L84796,L,302.9,313.2,1529,34.2,152,0,0,0,0,0,0
5698,L59993,L,297.5,306.5,1600,38.3,219,1,1,0,0,0,0
5699,H55706,H,297.9,308.9,1727,48.5,222,0,0,0,0,0,0
5700,L52817,L,298.4,308.4,1802,47.6,235,1,0,0,0,1,0
5701,L74544,L,297.0,307.7,1587,44.6,158,0,0,0,0,0,0
5702,L65710,L,299.9,309.9,1458,50.2,154,0,0,0,0,0,0
5703,L60799,L,301.2,311.5,1723,44.0,242,0,0,0,0,0,0
5704,L70964,L,300.0,309.9,1427,54.3,107,0,0,0,0,0,0
5705,H63678,H,298.9,309.2,1252,22.9,186,0,0,0,0,0,0
5706,L81150,L,302.3,313.3,1706,39.3,0,0,0,0,0,0,0
5707,M70438,M,300.3,309.0,1774,38.9,34,0,0,0,0,0,0
5708,L87223,L,300.7,309.2,1390,37.7,96,0,0,0,0,0,0
5709,M71926,M,302.3,312.7,1888,44.9,0,0,0,0,0,0,0
5710,H13801,H,299.8,311.2,1642,42.0,8,0,0,0,0,0,0
5711,L51048,L,304.1,315.8,1615,48.1,160,0,0,0,0,0,0
5712,H50144,H,299.1,307.9,1445,28.1,43,0,0,0,0,0,0
5713,L20148,L,304.0,313.6,1720,62.7,52,0,0,0,0,0,0
5714,H92819,H,298.1,306.6,1265,36.0,228,1,0,1,0,0,0
5715,M29861,M,301.0,310.5,1477,42.8,174,0,0,0,0,0,0
5716,L71717,L,298.7,309.8,1406,37.8,206,0,0,0,0,0,0
5717,L32480,L,302.2,312.2,1303,40.7,206,0,0,0,0,0,0
5718,L28637,L,299.0,308.7,1692,34.6,112,0,0,0,0,0,0
5719,L54621,L,300.6,311.1,1599,41.9,220,0,0,0,0,0,0
5720,L70304,L,298.7,307.9,1682,45.7,232,0,0,0,0,0,0
5721,L57431,L,301.9,313.5,1488,16.0,84,0,0,0,0,0,0
5722,L98921,L,298.7,308.7,1714,36.6,45,0,0,0,0,0,0
5723,M66172,M,303.4,313.0,1551,36.2,17,0,0,0,0,0,0
5724,L35437,L,298.0,308.6,1453,63.0,143,0,0,0,0,0,0
5725,L18149,L,297.3,308.2,1423,48.5,246,1,0,0,0,1,0
5726,M24671,M,301.9,313.5,1183,54.8,220,1,0,0,0,1,0
5727,L33119,L,298.8,308.6,1746,45.5,232,0,0,0,0,0,0
5728,L56117,L,300.0,311.1,1726,40.7,218,0,0,0,0,0,0
5729,L26279,L,299.4,309.5,2061,43.5,186,0,0,0,0,0,0
5730,H78835,H,297.4,306.8,1478,51.1,123,0,0,0,0,0,0
5731,M14803,M,299.8,309.1,1418,57.3,78,0,0,0,0,0,0
5732,L92897,L,302.5,311.4,1233,42.9,51,0,0,0,0,0,0
5733,M70805,M,302.0,311.3,1709,33.7,180,0,0,0,0,0,0
5734,L28201,L,300.5,311.6,1668,49.1,187,0,0,0,0,0,0
5735,M38634,M,302.2,312.9,1815,31.4,110,0,0,0,0,0,0
5736,M24760,M,297.9,306.6,1373,43.8,8,0,0,0,0,0,0
5737,M20826,M,299.3,307.6,1666,46.7,27,0,0,0,0,0,0
5738,L96821,L,300.8,309.7,1444,38.8,65,0,0,0,0,0,0
5739,L55775,L,299.7,309.0,1778,30.9,212,0,0,0,0,0,0
5740,L84676,L,299.5,309.2,1633,35.4,74,0,0,0,0,0,0
5741,M16798,M,297.6,308.8,1259,36.7,95,0,0,0,0,0,0
5742,L76103,L,295.8,305.3,1514,29.4,21,0,0,0,0,0,0
5743,M87160,M,301.6,313.3,1189,36.1,34,0,0,0,0,0,0
5744,H87751,H,300.5,308.8,1329,25.4,105,1,0,1,0,0,0
5745,L83502,L,301.8,311.5,1340,45.8,168,0,0,0,0,0,0
5746,M61410,M,299.1,309.9,1423,43.2,207,0,0,0,0,0,0
5747,M50888,M,298.6,309.4,1490,42.5,158,0,0,0,0,0,0
5748,H59047,H,300.0,309.7,1567,36.1,190,0,0,0,0,0,0
5749,H55955,H,301.7,312.7,1558,37.4,58,0,0,0,0,0,0
5750,M11982,M,299.5,310.3,1533,31.6,137,0,0,0,0,0,0
5751,L43864,L,301.6,310.9,1597,44.9,103,0,0,0,0,0,0
5752,M89118,M,298.0,308.3,1314,26.4,35,0,0,0,0,0,0
5753,L95490,L,299.7,310.4,1551,40.7,212,0,0,0,0,0,0
5754,M49265,M,299.9,309.2,1794,33.6,71,0,0,0,0,0,0
5755,H56313,H,302.5,314.1,1508,57.4,46,0,0,0,0,0,0
5756,L54350,L,300.4,309.6,1626,45.1,233,0,0,0,0,0,0
5757,M25378,M,303.5,313.6,1609,39.9,185,0,0,0,0,0,0
5758,L79815,L,297.3,306.1,1692,28.9,235,0,0,0,0,0,0
5759,L37924,L,300.3,310.4,1589,26.3,46,0,0,0,0,0,0
5760,L92593,L,300.4,309.3,1689,44.8,96,0,0,0,0,0,0
5761,M17312,M,301.2,310.9,1628,57.8,231,1,0,0,0,1,0
5762,H40353,H,298.4,306.8,1655,44.0,21,0,0,0,0,0,0
5763,H96450,H,303.4,314.2,1617,41.6,157,0,0,0,0,0,0
5764,L26192,L,300.0,310.4,1357,41.8,150,0,0,0,0,0,0
5765,M27450,M,297.8,308.9,1328,40.9,115,0,0,0,0,0,0
5766,M15432,M,300.0,309.6,1474,41.9,206,0,0,0,0,0,0
5767,L67225,L,299.4,310.5,1815,33.1,46,0,0,0,0,0,0
5768,L88711,L,305.6,315.6,1507,30.2,123,0,0,0,0,0,0
5769,L75604,L,302.1,312.2,1593,41.0,234,0,0,0,0,0,0
5770,H20295,H,300.1,312.2,1185,54.8,181,0,0,0,0,0,0
5771,M16774,M,299.8,309.3,1572,47.6,217,0,0,0,0,0,0
5772,M22190,M,301.9,313.1,1553,27.6,143,0,0,0,0,0,0
5773,L41286,L,302.0,312.5,1059,37.4,9,0,0,0,0,0,0
5774,M86325,M,294.2,303.6,1590,47.2,163,0,0,0,0,0,0
5775,L82427,L,301.3,310.0,1242,55.0,27,0,0,0,0,0,0
5776,L97513,L,300.1,309.0,1408,57.7,169,0,0,0,0,0,0
5777,M74014,M,297.4,308.5,1716,37.8,217,0,0,0,0,0,0
5778,L85852,L,301.8,313.5,1566,48.1,94,0,0,0,0,0,0
5779,M65256,M,304.5,314.6,1457,42.4,209,0,0,0,0,0,0
5780,L68630,L,301.1,311.3,1442,38.7,144,0,0,0,0,0,0
5781,M72771,M,302.2,313.0,1463,40.5,47,0,0,0,0,0,0
5782,L61715,L,303.6,313.7,1566,40.6,51,0,0,0,0,0,0
5783,L17466,L,298.3,309.4,1323,51.6,95,0,0,0,0,0,0
5784,L27637,L,296.3,306.6,1739,25.9,187,0,0,0,0,0,0
5785,L78745,L,301.3,311.4,1332,44.6,166,0,0,0,0,0,0
5786,H46317,H,299.5,308.8,1228,55.2,247,1,0,0,0,1,0
5787,L59766,L,297.3,306.3,1715,54.2,50,0,0,0,0,0,0
5788,M13078,M,299.8,306.7,1459,45.6,50,0,0,0,0,0,0
5789,H37299,H,301.5,312.7,1550,32.4,132,0,0,0,0,0,0
5790,L13543,L,299.7,309.6,1655,47.6,105,0,0,0,0,0,0
5791,L61052,L,298.4,308.0,1409,53.1,249,1,0,0,0,1,0
5792,M32064,M,299.6,307.6,1562,34.8,118,0,0,0,0,0,0
5793,H82287,H,300.0,309.3,1654,43.5,220,0,0,0,0,0,0
5794,H90442,H,296.1,305.4,1832,37.9,63,0,0,0,0,0,0
5795,L93632,L,299.7,308.9,1446,33.8,163,0,0,0,0,0,0
5796,M24425,M,297.3,307.6,1455,36.8,166,0,0,0,0,0,0
5797,L61481,L,301.3,311.4,1638,41.2,113,0,0,0,0,0,0
5798,H87347,H,296.9,305.5,1575,30.8,10,0,0,0,0,0,0
5799,H93114,H,302.0,310.7,1513,29.1,224,0,0,0,0,0,0
5800,L82317,L,299.2,307.9,1823,31.0,53,0,0,0,0,0,0
5801,L96826,L,298.9,310.7,1236,43.2,3,0,0,0,0,0,0
5802,L60530,L,300.6,312.1,1283,25.3,47,0,0,0,0,0,0
5803,L91099,L,298.3,307.4,1238,17.8,54,0,0,0,0,0,0
5804,M35888,M,300.6,308.6,1753,53.6,32,0,0,0,0,0,0
5805,L37491,L,298.5,308.7,1630,29.8,128,0,0,0,0,0,0
5806,L42352,L,298.9,308.9,1292,38.0,212,0,0,0,0,0,0
5807,L31676,L,300.8,311.1,1515,49.1,208,0,0,0,0,0,0
5808,H75836,H,297.7,308.5,1533,25.6,161,0,0,0,0,0,0
5809,M47463,M,297.5,307.9,1142,25.6,28,0,0,0,0,0,0
5810,L58990,L,300.5,309.4,1571,33.6,194,0,0,0,0,0,0
5811,L96544,L,299.9,310.2,1327,49.5,112,0,0,0,0,0,0
5812,H73627,H,300.3,311.2,1664,39.7,151,0,0,0,0,0,0
5813,M30221,M,300.7,309.9,1332,39.8,225,0,0,0,0,0,0
5814,L95837,L,300.1,310.4,1577,37.0,65,0,0,0,0,0,0
5815,L82843,L,301.2,310.7,1769,45.5,94,0,0,0,0,0,0
5816,L61313,L,300.2,312.2,1712,54.2,231,1,0,0,0,1,0
5817,L39251,L,296.0,304.7,1628,69.6,126,0,0,0,0,0,0
5818,L56586,L,296.5,307.7,1523,38.4,70,0,0,0,0,0,0
5819,H84418,H,303.9,312.2,1269,55.1,242,1,0,1,0,1,0
5820,L63884,L,300.0,311.8,1459,49.9,92,0,0,0,0,0,0
5821,M62620,M,301.9,310.8,1497,42.6,60,0,0,0,0,0,0
5822,L20040,L,299.3,309.5,1484,17.9,244,0,0,0,0,0,0
5823,M81677,M,299.9,308.3,1263,36.1,242,1,0,1,0,0,0
5824,M55878,M,299.1,307.7,1615,36.5,202,0,0,0,0,0,0
5825,L15969,L,304.9,315.8,1326,43.5,170,0,0,0,0,0,0
5826,L23162,L,300.5,311.5,1814,37.9,116,0,0,0,0,0,0
5827,M75435,M,298.9,309.2,1564,34.3,88,0,0,0,0,0,0
5828,L84667,L,296.7,307.4,1713,60.1,210,1,0,0,0,1,0
5829,L15037,L,303.9,315.0,1709,52.9,74,0,0,0,0,0,0
5830,L70526,L,299.7,309.0,1909,19.8,44,0,0,0,0,0,0
5831,H97914,H,301.5,310.1,1570,37.1,34,0,0,0,0,0,0
5832,L24693,L,301.7,311.7,1468,46.2,32,0,0,0,0,0,0
5833,M69090,M,299.1,308.5,1471,53.2,68,0,0,0,0,0,0
5834,L12451,L,301.3,311.7,1805,35.7,226,0,0,0,0,0,0
5835,M75560,M,298.8,309.3,1301,37.8,194,0,0,0,0,0,0
5836,L15962,L,298.0,307.3,1380,40.8,222,0,0,0,0,0,0
5837,M99552,M,302.3,313.0,1580,46.5,139,0,0,0,0,0,0
5838,L26444,L,299.7,310.3,1510,24.6,67,0,0,0,0,0,0
5839,M50443,M,301.0,311.8,1711,19.8,159,0,0,0,0,0,0
5840,M26506,M,300.8,310.4,1298,52.4,113,0,0,0,0,0,0
5841,L48384,L,301.3,312.1,1526,30.0,241,0,0,0,0,0,0
5842,L34248,L,296.9,307.4,1504,61.0,23,0,0,0,0,0,0
5843,L56162,L,298.8,309.5,1346,31.3,50,0,0,0,0,0,0
5844,L52690,L,299.4,311.0,1695,38.1,227,0,0,0,0,0,0
5845,M79625,M,298.3,308.7,1521,43.6,193,0,0,0,0,0,0
5846,L78008,L,300.9,310.3,1514,18.7,196,0,0,0,0,0,0
5847,L70309,L,302.4,311.3,1390,68.4,11,0,0,0,0,0,0
5848,M53237,M,302.7,313.8,1471,36.0,152,0,0,0,0,0,0
5849,L45732,L,299.3,309.7,1355,31.5,104,0,0,0,0,0,0
5850,L18104,L,300.6,312.3,1692,28.3,151,0,0,0,0,0,0
5851,L93230,L,300.9,308.9,1722,43.5,120,0,0,0,0,0,0
5852,H44980,H,301.2,312.2,1838,42.8,216,0,0,0,0,0,0
5853,M84990,M,298.2,308.0,1615,28.6,127,0,0,0,0,0,0
5854,M49560,M,303.6,313.3,1477,26.2,171,0,0,0,0,0,0
5855,L19554,L,301.9,311.1,1454,50.4,44,0,0,0,0,0,0
5856,M55987,M,301.9,312.8,1625,33.4,184,0,0,0,0,0,0
5857,L40985,L,302.4,313.0,1573,22.8,44,0,0,0,0,0,0
5858,L58167,L,301.1,309.9,1506,38.4,121,0,0,0,0,0,0
5859,L50428,L,297.9,308.1,1491,35.9,17,0,0,0,0,0,0
5860,L77238,L,299.7,310.4,1747,59.3,50,0,0,0,0,0,0
5861,L72723,L,296.7,306.9,1460,34.7,147,0,0,0,0,0,0
5862,L27038,L,300.8,311.9,1779,36.8,96,0,0,0,0,0,0
5863,L32219,L,299.7,309.4,1570,42.1,92,0,0,0,0,0,0
5864,L14271,L,299.9,307.7,1472,34.2,28,0,0,0,0,0,0
5865,M37397,M,302.4,312.6,1397,44.3,85,0,0,0,0,0,0
5866,L84491,L,299.1,309.3,1510,29.8,75,0,0,0,0,0,0
5867,M39602,M,299.5,309.8,1628,37.5,190,0,0,0,0,0,0
5868,L64471,L,300.0,311.2,1470,44.0,161,0,0,0,0,0,0
5869,M72150,M,296.3,304.4,1690,51.2,67,0,0,0,0,0,0
5870,L54227,L,299.5,309.2,1461,34.1,4,0,0,0,0,0,0
5871,L33116,L,295.0,304.1,1515,33.9,115,0,0,0,0,0,0
5872,L16674,L,298.8,307.6,1307,55.3,245,1,0,0,0,1,0
5873,M27469,M,301.7,311.6,1638,34.4,121,0,0,0,0,0,0
5874,M15446,M,300.9,311.6,1490,39.3,73,0,0,0,0,0,0
5875,L30760,L,298.8,309.1,1820,57.0,149,0,0,0,0,0,0
5876,L11963,L,300.1,309.4,1664,40.6,120,0,0,0,0,0,0
5877,M86002,M,297.9,307.7,1553,37.4,152,0,0,0,0,0,0
5878,M37262,M,300.0,310.9,1757,38.2,189,0,0,0,0,0,0
5879,L15177,L,305.9,316.5,1610,32.5,128,0,0,0,0,0,0
5880,L21160,L,303.7,313.1,1718,44.4,201,0,0,0,0,0,0
5881,L17543,L,300.1,309.5,1383,30.7,78,0,0,0,0,0,0
5882,M92162,M,300.3,308.6,1620,47.7,167,0,0,0,0,0,0
5883,L49278,L,298.0,307.6,1627,40.1,30,0,0,0,0,0,0
5884,H39607,H,298.4,306.7,1261,42.2,116,1,0,1,0,0,0
5885,L95835,L,300.7,312.8,1807,57.1,208,1,0,0,0,1,0
5886,L27221,L,299.0,308.1,1330,25.5,203,0,0,0,0,0,0
5887,L13323,L,301.8,312.9,1305,40.1,4,0,0,0,0,0,0
5888,H62105,H,303.1,315.0,1028,46.3,229,0,0,0,0,0,0
5889,M86151,M,300.7,310.9,1622,33.8,175,0,0,0,0,0,0
5890,L76968,L,300.2,310.1,1243,49.4,230,1,0,0,0,1,0
5891,M33238,M,296.6,305.3,1445,34.5,114,0,0,0,0,0,0
5892,L73830,L,301.5,311.0,1687,42.8,72,0,0,0,0,0,0
5893,L83967,L,297.7,309.3,1572,38.7,50,0,0,0,0,0,0
5894,L18330,L,299.2,309.5,1426,41.5,80,0,0,0,0,0,0
5895,L54153,L,301.9,311.9,1253,40.6,156,0,0,0,0,0,0
5896,L18611,L,302.1,313.4,1518,39.6,178,0,0,0,0,0,0
5897,H23872,H,299.1,309.8,1691,35.2,54,0,0,0,0,0,0
5898,L59455,L,299.2,309.0,1663,33.3,169,0,0,0,0,0,0
5899,H44930,H,298.6,308.8,1857,43.0,80,0,0,0,0,0,0
5900,L82022,L,297.6,306.8,1421,40.4,109,0,0,0,0,0,0
5901,M72714,M,298.7,308.2,1302,33.0,77,0,0,0,0,0,0
5902,L98794,L,296.8,306.6,1593,43.3,147,0,0,0,0,0,0
5903,L58716,L,301.4,311.9,1575,35.3,246,0,0,0,0,0,0
5904,L76704,L,300.8,309.5,1537,55.4,110,0,0,0,0,0,0
5905,L10415,L,301.1,311.2,1404,64.7,90,0,0,0,0,0,0
5906,M86441,M,298.1,307.7,1063,53.7,187,0,0,0,0,0,0
5907,L80779,L,297.6,306.7,1357,53.2,114,0,0,0,0,0,0
5908,M92069,M,300.1,309.7,1637,48.0,38,0,0,0,0,0,0
5909,L98444,L,300.1,307.8,1588,37.8,239,0,0,0,0,0,0
5910,L81435,L,299.7,308.9,1710,21.0,188,0,0,0,0,0,0
5911,L19888,L,299.4,308.3,1599,29.7,191,0,0,0,0,0,0
5912,H55299,H,303.4,313.1,1669,33.2,211,0,0,0,0,0,0
5913,M68765,M,300.9,308.6,1674,51.9,150,0,0,0,0,0,0
5914,L72714,L,303.9,314.1,1541,42.5,8,0,0,0,0,0,0
5915,L25935,L,302.5,313.4,1542,33.3,121,0,0,0,0,0,0
5916,L83002,L,303.4,313.3,1017,21.5,180,0,0,0,0,0,0
5917,H90631,H,297.9,308.3,1420,63.0,178,0,0,0,0,0,0
5918,M86729,M,301.2,310.7,1428,45.2,240,0,0,0,0,0,0
5919,L11320,L,299.1,307.6,1518,48.9,82,0,0,0,0,0,0
5920,L56032,L,296.7,306.7,1371,34.6,159,0,0,0,0,0,0
5921,L87763,L,303.0,313.7,1705,38.5,51,0,0,0,0,0,0
5922,H27907,H,299.4,308.1,1380,36.5,139,0,0,0,0,0,0
5923,L48002,L,297.9,307.4,1735,40.5,65,0,0,0,0,0,0
5924,M54838,M,299.2,308.9,1365,58.3,99,0,0,0,0,0,0
5925,L48912,L,298.4,311.3,1429,27.9,20,0,0,0,0,0,0
5926,M10552,M,298.6,308.8,1416,39.5,167,0,0,0,0,0,0
5927,M30140,M,299.6,307.7,1449,43.5,234,0,0,0,0,0,0
5928,M95591,M,303.5,311.3,1748,38.7,10,0,0,0,0,0,0
5929,M58737,M,298.7,309.4,1479,49.8,60,0,0,0,0,0,0
5930,M43367,M,303.3,315.8,1484,22.6,27,0,0,0,0,0,0
5931,L90634,L,301.7,311.4,1405,58.7,203,1,0,0,0,1,0
5932,L34061,L,300.8,310.5,1491,26.2,4,0,0,0,0,0,0
5933,L90336,L,301.5,311.9,1576,28.6,113,0,0,0,0,0,0
5934,H52124,H,300.0,309.2,1499,35.4,190,0,0,0,0,0,0
5935,L55638,L,302.6,310.0,1511,33.5,14,0,0,0,0,0,0
5936,M11982,M,301.1,312.2,1719,44.1,159,0,0,0,0,0,0
5937,M45765,M,296.7,306.1,1586,43.0,80,0,0,0,0,0,0
5938,L92606,L,300.6,311.6,1331,41.0,40,0,0,0,0,0,0
5939,L64681,L,301.6,310.8,1522,25.8,163,0,0,0,0,0,0
5940,L73232,L,299.4,309.5,1441,38.5,77,0,0,0,0,0,0
5941,L72349,L,300.3,311.1,1631,40.1,104,0,0,0,0,0,0
5942,L73474,L,298.8,309.8,1556,52.2,136,0,0,0,0,0,0
5943,L39513,L,297.2,307.5,1740,41.9,80,0,0,0,0,0,0
5944,M32592,M,296.9,307.1,1405,43.7,171,0,0,0,0,0,0
5945,H33618,H,296.9,307.5,1503,59.4,134,0,0,0,0,0,0
5946,L61632,L,301.3,311.8,1347,28.3,95,0,0,0,0,0,0
5947,L25409,L,295.0,303.7,1530,36.0,43,0,0,0,0,0,0
5948,L19529,L,298.7,307.4,1262,28.6,171,0,0,0,0,0,0
5949,M34154,M,298.5,306.4,1595,55.9,5,0,0,0,0,0,0
5950,M42882,M,299.4,310.2,1528,56.6,143,0,0,0,0,0,0
5951,L54917,L,296.3,305.9,1565,55.1,193,0,0,0,0,0,0
5952,L92488,L,300.8,311.6,1679,45.4,201,0,0,0,0,0,0
5953,M25701,M,297.5,307.9,1578,43.7,3,0,0,0,0,0,0
5954,M85281,M,302.3,311.3,1309,35.3,63,0,0,0,0,0,0
5955,L99871,L,298.8,308.6,1438,47.6,4,0,0,0,0,0,0
5956,M78225,M,299.8,309.4,1523,27.1,164,0,0,0,0,0,0
5957,L62492,L,300.0,309.4,1479,27.1,102,0,0,0,0,0,0
5958,L12988,L,300.5,311.4,1501,35.7,153,0,0,0,0,0,0
5959,M45919,M,300.1,312.6,1828,58.7,157,0,0,0,0,0,0
5960,M58426,M,299.1,310.3,1555,34.8,129,0,0,0,0,0,0
5961,L62167,L,300.7,310.7,1606,36.1,114,0,0,0,0,0,0
5962,H19013,H,300.9,312.2,1178,42.8,145,0,0,0,0,0,0
5963,L49113,L,298.5,310.2,1671,48.9,6,0,0,0,0,0,0
5964,M13574,M,300.9,309.5,2048,52.4,109,0,0,0,0,0,0
5965,L17838,L,302.4,313.6,1778,28.7,110,0,0,0,0,0,0
5966,M41368,M,301.4,312.2,1459,38.9,86,0,0,0,0,0,0
5967,H42228,H,301.9,313.1,1946,42.1,248,0,0,0,0,0,0
5968,L59711,L,300.3,311.2,1542,43.1,147,0,0,0,0,0,0
5969,H56097,H,298.1,307.9,1592,48.5,14,0,0,0,0,0,0
5970,M65773,M,298.4,310.4,1490,48.1,179,0,0,0,0,0,0
5971,M38639,M,300.6,311.0,1485,40.2,117,0,0,0,0,0,0
5972,L24823,L,301.9,311.5,1135,51.4,155,0,0,0,0,0,0
5973,M33510,M,305.6,316.1,1678,49.5,237,0,0,0,0,0,0
5974,M48333,M,302.0,312.9,1484,48.7,191,0,0,0,0,0,0
5975,L14435,L,297.7,307.8,1504,34.6,66,0,0,0,0,0,0
5976,H48418,H,298.5,308.9,1586,47.0,130,0,0,0,0,0,0
5977,L67955,L,304.6,314.6,1463,51.9,184,0,0,0,0,0,0
5978,L69507,L,299.6,308.9,1585,34.8,54,0,0,0,0,0,0
5979,L61033,L,300.1,309.3,1753,41.2,139,0,0,0,0,0,0
5980,L96089,L,298.1,306.7,1610,55.5,191,0,0,0,0,0,0
5981,M82972,M,303.1,314.6,1510,43.8,56,0,0,0,0,0,0
5982,L57219,L,301.0,310.8,1515,39.0,225,0,0,0,0,0,0
5983,H44477,H,298.5,305.0,1573,54.5,35,0,0,0,0,0,0
5984,L99780,L,298.0,308.4,1389,35.2,135,0,0,0,0,0,0
5985,L52721,L,300.6,311.0,1575,23.0,8,0,0,0,0,0,0
5986,L77228,L,300.1,308.2,1660,32.1,162,0,0,0,0,0,0
5987,L25523,L,301.7,310.8,1553,51.2,125,0,0,0,0,0,0
5988,H42326,H,301.1,310.2,1462,45.1,87,0,0,0,0,0,0
5989,M52205,M,299.5,308.7,1486,40.6,215,0,0,0,0,0,0
5990,M10125,M,298.9,310.1,1654,50.5,162,0,0,0,0,0,0
5991,L76735,L,299.7,309.5,1341,41.6,138,0,0,0,0,0,0
5992,L26375,L,298.9,308.5,1391,37.7,119,0,0,0,0,0,0
5993,L12711,L,299.7,310.9,1250,48.2,133,0,0,0,0,0,0
5994,L42437,L,300.0,310.5,1544,36.1,152,0,0,0,0,0,0
5995,L38022,L,298.2,306.5,1692,44.8,0,0,0,0,0,0,0
5996,M19182,M,301.3,310.6,1776,32.0,8,0,0,0,0,0,0
5997,L98148,L,299.3,309.6,1815,29.4,124,0,0,0,0,0,0
5998,M81531,M,298.3,307.4,1414,31.3,119,0,0,0,0,0,0
5999,L50950,L,299.3,311.3,1582,39.6,203,0,0,0,0,0,0
6000,L22920,L,300.5,310.6,1465,33.4,76,0,0,0,0,0,0
6001,M32144,M,300.2,309.4,1832,33.7,28,0,0,0,0,0,0
6002,L94418,L,300.8,309.7,1771,38.4,45,0,0,0,0,0,0
6003,M12565,M,301.8,312.7,1568,39.2,31,0,0,0,0,0,0
6004,M98909,M,302.6,312.0,1427,24.5,158,0,0,0,0,0,0
6005,L63942,L,300.6,311.0,920,14.8,217,0,0,0,0,0,0
6006,H80560,H,297.9,306.7,1281,43.9,103,0,0,0,0,0,0
6007,L34691,L,299.5,309.5,1206,41.3,215,0,0,0,0,0,0
6008,L43799,L,298.0,307.4,1279,26.3,206,0,0,0,0,0,0
6009,M76777,M,303.4,313.1,1874,44.2,105,0,0,0,0,0,0
6010,L44510,L,304.0,313.2,1306,44.2,118,0,0,0,0,0,0
6011,M97919,M,301.3,312.3,1348,36.9,242,0,0,0,0,0,0
6012,M87366,M,301.7,311.2,1373,59.4,5,0,0,0,0,0,0
6013,H38975,H,300.5,310.4,2003,52.5,156,0,0,0,0,0,0
6014,L63242,L,300.7,310.6,1526,35.9,158,0,0,0,0,0,0
6015,L56546,L,296.8,308.4,1715,36.1,143,0,0,0,0,0,0
6016,M33267,M,299.9,310.7,1569,25.4,201,0,0,0,0,0,0
6017,L87911,L,298.2,309.0,1182,52.1,119,0,0,0,0,0,0
6018,L97049,L,300.6,309.0,1812,42.4,236,0,0,0,0,0,0
6019,L79939,L,299.9,309.2,1609,48.1,103,0,0,0,0,0,0
6020,L14897,L,303.9,315.1,1516,18.6,131,0,0,0,0,0,0
6021,L10163,L,301.8,310.7,1853,47.6,92,0,0,0,0,0,0
6022,M62540,M,300.6,310.7,1475,34.8,127,0,0,0,0,0,0
